source_id,provider,product,edition,reference_period,geography,variable,source_unit,exact_locator,url,access_date,license,sha256,local_file,notes
SRC_PHL_V18_LAND_WATER_PROMOTION,MUIOGO Philippines v18 workflow,Land-water promotion identity report,2026-08-13,promotion,Philippines,"Live/candidate source, generated input, normalized preprocessing and matrix identity",hashes and status,snapshots/land_water_closure_promotion_identity.json,,2026-08-13,Repository license,a331f681642731a3b9d687fed765e30d5781e79116579782f01f8fa31e8b2f05,snapshots/land_water_closure_promotion_identity.json,No post-promotion CBC; data.txt is byte-identical and preprocessing differs only by unordered set declaration order.
SRC_PHL_PEP_2023_2050_VOL3_NUCLEAR,Philippines Department of Energy,Philippine Energy Plan 2023-2050 Volume III,PEP 2023-2050,2023-2050,Philippines,Nuclear Energy Program roadmap and commercial-operation milestones,MW and milestone year,NEP Roadmap 2023-2032; Targets for Milestone 3; Long-Term NEP Targets,https://legacy.doe.gov.ph/sites/default/files/pdf/pep/PEP%202023-2050%20Vol.%20III.pdf,2026-08-13,Philippine government publication; provider terms,,,"First nuclear commercial operation in 2032; at least 1,200 MW in 2032, an additional 1,200 MW by 2035, and an additional 2,400 MW by 2050. PEP discusses conventional PWRs and SMRs but does not prescribe a technology split."
SRC_PHL_DOE_POWER_PLANTS_DEC2020,Philippines Department of Energy,List of Existing Power Plants (Grid-Connected),December 2020,2020,Philippines; Luzon; Visayas; Mindanao,Installed and dependable grid-connected capacity by fuel type,MW,"Philippines capacity-mix table: coal 10,944 MW; oil 3,667 MW; natural gas 3,453 MW; geothermal 1,928 MW; hydro 3,749 MW",https://legacy.doe.gov.ph/sites/default/files/pdf/electric_power/electric_power_plants_lvm_summary_grid_december_2020.pdf,2026-08-17,Philippine government publication; provider terms,,,Supports the 2020 initial-stock information boundary; it does not prescribe post-2020 additions or dispatch.
SRC_PHL_PEP_2020_2040_COMMITTED,Philippines Department of Energy,Philippine Energy Plan 2020-2040,final e-copy as of 15 June 2023,committed-project register as of 31 December 2020,Philippines; Luzon; Visayas; Mindanao,Summary of committed power projects by plant type,project count and MW,"Table 40, page 85: 53 projects and 8,977.11 MW total; coal 4,241; oil 392.04; gas 3,500; geothermal 140; hydro 144.3; solar 408.57; wind 132; biomass 19.2 MW",https://legacy.doe.gov.ph/sites/default/files/pdf/pep/PEP-2020-2040-Final%20eCopy-as-of-15-June-2023.pdf,2026-08-17,Philippine government publication; provider terms,,,"Screened for irreversible 2020 commitments. Aggregate technology totals cannot be losslessly assigned to model technologies and commissioning years, so no new minimum is applied."
SRC_PHL_PEP_2023_2050_VOL2_COAL_TRADE,Philippines Department of Energy,Philippine Energy Plan 2023-2050 Volume II,PEP 2023-2050,2022,Philippines,"Coal production, consumption, importation and exportation",million metric tonnes,Conventional Energy chapter: production 16.06; consumption 36.14; imports 32.7; exports 7.1 million metric tonnes in 2022,https://doe.gov.ph/sites/default/files/pdf/pep/PEP%202023-2050%20%28Volume%20II%29.pdf,2026-08-17,Philippine government publication; provider terms,,,Benchmark-only evidence for the disclosed full-extraction export pathology; it is not converted to an export activity pin.
SRC_PHL_V18_PWR_INV_MANIFEST,MUIOGO Philippines v18 workflow,Philippines v18 power-investment cleanup manifest,2026-08-17,2020-2053,Philippines,"source, generated-model and validation audit record",record,data_sources/snapshots/power_investment_cleanup_v18_2026-08-17.json,,2026-08-17,Repository license,e7dab35fded930a970c1bfc2bd94b1b0366f5f59438a66b420ff02f236a61bd3,snapshots/power_investment_cleanup_v18_2026-08-17.json,Exact 62-cell source delta and pre/post hashes.
SRC_PHL_V18_PWR_INV_VALIDATION,MUIOGO Philippines v18 workflow,Philippines v18 power-investment cleanup validation,2026-08-17,2020-2053,Philippines,"source, generated-model and validation audit record",record,data_sources/snapshots/power_investment_cleanup_validation_2026-08-17.json,,2026-08-17,Repository license,39f0901d408fd4983986412eeedfa92f07c9b24b8a17e3f1e28355dd29f06dbf,snapshots/power_investment_cleanup_validation_2026-08-17.json,"Static, generated-data, solve, benchmark, fossil-flow and qualified baseline checks."
SRC_PHL_V18_PWR_INV_SOLVE,MUIOGO Philippines v18 workflow,Philippines v18 power-investment cleanup solve record,2026-08-17,2020-2053,Philippines,"source, generated-model and validation audit record",record,data_sources/snapshots/power_investment_cleanup_solve_2026-08-17.json,,2026-08-17,Repository license,c334bd0db49fa9e0f0f387d4964c0aeffd029397d38ae507317531737957e56c,snapshots/power_investment_cleanup_solve_2026-08-17.json,Single budgeted CBC optimization record.
SRC_PHL_V18_PWR_INV_PROMOTION,MUIOGO Philippines v18 workflow,Philippines v18 power-investment cleanup promotion identity,2026-08-17,2020-2053,Philippines,"source, generated-model and validation audit record",record,data_sources/snapshots/power_investment_cleanup_promotion_identity_2026-08-17.json,,2026-08-17,Repository license,dfd521f6ad0f43dd3aee187f67740c7bf6d3d6ad032bf0c3d287270251ac1515,snapshots/power_investment_cleanup_promotion_identity_2026-08-17.json,Live source and data.txt byte identity plus live GLPK matrix check.
SRC_PHL_PSA_TRADE_HS2701_2020_2024,Philippine Statistics Authority / UN Comtrade,"Philippine merchandise trade, HS 2701 coal",annual records 2020-2024,2020-2024,Philippines; world partner,"customs CIF import value, FOB export value and reported mass",USD and tonnes,Reporter 608; HS 2701; import and export annual records; exact values retained in fossil_border_prices_inputs_2026-08-18.json,https://openstat.psa.gov.ph/Database/Economic-and-Financial-Statistics/Trade-International-Merchandise-and-Domestic/Trade-Data-Downloads,2026-08-18,Official statistics / provider terms,,,"2024 import net weight was unavailable, so reported gross weight is used and explicitly flagged."
SRC_PHL_DOE_CRUDE_IMPORTS_2020_2024,"Philippines Department of Energy, Oil Industry Management Bureau","Year-end downstream oil industry reports FY2020, FY2022, FY2023 and FY2024",published annual reports,2020-2024,Philippines,crude import bill and crude import volume,million USD and million litres,FY2020; FY2022 revised 2021 comparator and 2022; FY2023; FY2024 crude bill derived as total petroleum bill minus product bill,https://prod-cms.doe.gov.ph/documents/42673/843144/year-end-comprehensive-report-fy2022-v3.pdf/dd04a5e9-30ed-c5f5-cc97-5b82f8bcdf8a,2026-08-18,Philippine government publication; provider terms,,,All report URLs and exact values are retained in the input snapshot; bill and volume use the same DOE statistical scope.
SRC_PHL_PXP_GALOC_PRICES_2020_2024,PXP Energy Corporation,Annual reports and Galoc realized crude selling prices,2020-2024 annual reports,2020-2024,"Galoc field, offshore Palawan, Philippines",realized crude selling price,USD/barrel,38.18; 70.46; 94.50; 80.50; 80.00 USD/bbl for 2020-2024,https://www.pxpenergy.com.ph/investor-relations/annual-reports/,2026-08-18,Company publication; provider terms,,,Uses asset-realized prices rather than generic Brent or aggregate HS 2709 crude-plus-condensate values.
SRC_PHL_PSA_PSCC_HS2709,Philippine Statistics Authority,Philippine Standard Commodity Classification heading 27.09,online classification,current classification accessed 2026-08-18,Philippines,commodity scope for crude petroleum oils and condensates,classification,Heading 27.09,https://psa.gov.ph/classification/pscc/heading/27.09,2026-08-18,Official classification / provider terms,,,Supports rejecting a mixed HS 2709 numerator with a DOE crude-only denominator.
SRC_PHL_V18_FOSSIL_BORDER_INPUTS,MUIOGO Philippines v18 workflow,Philippines v18 fossil border-price input ledger,2026-08-18,2020-2053,Philippines,"source, calculation, generated-model and validation audit record",record,data_sources/snapshots/fossil_border_prices_inputs_2026-08-18.json,,2026-08-18,Repository license,a47c627157c48fbf3c52c42b45d32a5ed502e60341f1285bf08de412f75d54b2,snapshots/fossil_border_prices_inputs_2026-08-18.json,"Raw values, formulas, exact cells, source URLs, classification and limitations."
SRC_PHL_V18_FOSSIL_BORDER_VALIDATION,MUIOGO Philippines v18 workflow,Philippines v18 fossil border-price validation ledger,2026-08-18,2020-2053,Philippines,"source, calculation, generated-model and validation audit record",record,data_sources/snapshots/fossil_border_prices_validation_2026-08-18.json,,2026-08-18,Repository license,2ac8d7c91835b327c34c98304e93c9001bb634778b1e520d5dfb620bff780f29,snapshots/fossil_border_prices_validation_2026-08-18.json,"Baseline, candidate, matrix, solve, results, promotion identity and incomplete checks."
